	sentence	annotation
1025	Was Wilson awarded the 1919 Nobel Peace Prize?	non_argument
1026	Was Wilson a remarkably effective writer and thinker?	non_argument
1027	What lived in Columbia?	non_argument
1028	Was Wilson president of the American Political Science Association in 1910 ?	non_argument
1029	Did he not cast his ballot for John M. Palmer , the presidential candidate of the National Democratic Party , or Gold Democrats , a short-lived party that supported a gold standard , low tariffs , and limited government ?	non_argument
1030	Did Wilson not spend 1914 through the beginning of 1917 trying to keep America out of the war in Europe ?	non_argument
1031	Was Wilson , a staunch opponent of antisemitism , sympathetic to the plight of Jews , especially in Poland and in France ?	non_argument
1032	What happened in 1917?	non_argument
1033	Was Volta an Italian physicist?	non_argument
1034	Is Volta buried in the city of Pittsburgh?	non_argument
1035	Did Volta have a passion for the study of electricity?	non_argument
1036	What is the battery made by Volta credited to be?	non_argument
1037	What important electrical unit was named in honor of Volta?	non_argument
1038	Where did Volta enter retirement?	non_argument
1039	Is it a disadvantage for something to be unsafe to handle?	non_argument
1040	Was Lombardy under Napoleon's rule in 1800?	non_argument
1041	Was the Italian 10.000 lira banknote created before the euro?	non_argument
1042	For how many years did Alessandro Volta live?	non_argument
1043	Did Alessandro Volta live to be 80 years old?	non_argument
1044	What was Alessandro Volta`s profession?	non_argument
1045	How old was Alessandro Volta when he died?	non_argument
1046	How many years ago was it when Volta married the daughter of Count Ludovico Peregrini , Teresa , with whom he raised three sons?	non_argument
1047	Is volta buried in the city  of Como?	non_argument
1048	Was his 1800  paper written in French?	non_argument
1049	Before 1796, was Lombardy ruled by Austria?	non_argument
1050	Did he receive the Society`s 1794 Copley Medal?	non_argument
1051	Did he experiment with individual cells?	non_argument
1052	When did lombardy come under Napoleon`s rule?	non_argument
1053	Where did he publish his invention of the Voltaic pile battery?	non_argument
1054	Did he become professor of experimental physics at the University of Pavia?	non_argument
1055	Is it true that his passion been always the study of electricity?	non_argument
1056	His passion been always the study of what?	non_argument
1057	Is it true that Volta married the daughter of Count Ludovico Peregrini?	non_argument
1058	Is it true that he published his invention of the Voltaic pile battery?	non_argument
1059	Was Amedeo Avogadro Italian?	non_argument
1060	Did Amedeo Avogadro graduate?	non_argument
1061	Did Avogadro live in England?	non_argument
1062	Where was Avogadro a professor of physics?	non_argument
1063	How many children did Avogadro have?	non_argument
1064	What is Avogadro most noted for?	non_argument
1065	What is Avogadro's number?	non_argument
1066	In what year did Avogadro stop teaching at Turin University?	non_argument
1067	What subject did Avogadro study first?	non_argument
1068	What was Amedeo Avogadro`s birthplace?	non_argument
1069	What was Amedeo Avogadro`s profession?	non_argument
1070	How many years ago was it when he became a professor of physics at the University of Turin?	non_argument
1071	What is Amedeo Avogadro`s first name?	non_argument
1072	What is Amedeo Avogadro`s last name?	non_argument
1073	Was Amedeo Avogadro born in North America?	non_argument
1074	Was King Victor  Emmanuel  III there to pay  homage  to Avogadro?	non_argument
1075	In fact, was Avogadro `s  famous  1811  paper written in French . )	non_argument
1076	Is avogadro `s  number commonly used to compute  the results  of chemical reactions?	non_argument
1077	Hence, can relative molecular  masses be calculated from the masses  of gas samples?	non_argument
1078	Did he publish his work?	non_argument
1079	Did Avogadro submit his poem?	non_argument
1080	Is it true that loschmidt calculated first the value of Avogadro number?	non_argument
1081	Loschmidt calculated first the value of what?	non_argument
1082	Hence , can relative molecular masses be calculated from the masses of gas samples ?	non_argument
1083	"Can the title of this famous 1811 paper be roughly translated into English as ""essay on determining the Relative Masses of the Elementary Molecules of Bodies"" ?"	non_argument
1084	What is Amedeo Avogadro?	non_argument
1085	Where is Amedeo Avogadro from?	non_argument
1086	When did Anders Celcius publish his observations on the aurora borealis?	non_argument
1087	What did Anders Celsius determine about the boiling of water?	non_argument
1088	Which temperature scale did Celsius propose?	non_argument
1089	What is the boiling point of water dependent on?	non_argument
1090	Where was Celsius born?	non_argument
1091	"Whad did Celsius report in his paper ""Observations of two persistent degrees on a thermometer""?"	non_argument
1092	How old was Celsius when he died?	non_argument
1093	What is temperature would water have to be to be halfway between its standard boiling and freezing point?	non_argument
1094	What is the difference between Celsius' original temperature scale and the one we use today?	non_argument
1095	What was Anders Celsius`s profession?	non_argument
1096	How old was Anders Celsius when he died?	non_argument
1097	What is Anders Celsius`s last name?	non_argument
1098	Was celsius born in Uppsala  in Sweden?	non_argument
1099	Is The Celsius  crater  on the Moon named after him?	non_argument
1100	Was Anders Celsius  ( November 27 ,  1701  April 25 ,  1744  ) a Swedish  astronomer?	non_argument
1101	Was Anders Celsius the first  to perform  and  publish  careful experiments  aiming at the definition  of an international  temperature  scale  on scientific grounds?	non_argument
1102	Was he professor at Uppsala University?	non_argument
1103	Is it true that he published a collection of 316 observations?	non_argument
1104	He published a collection of what?	non_argument
1105	Pronouns in which location are marked for person , number and gender?	non_argument
1106	Can syllables begin with a vowel?	non_argument
1107	Are calligraphers held in great esteem?	non_argument
1108	Have many European languages borrowed numerous words from it?	non_argument
1109	Are the most active in Damascus and Cairo?	non_argument
1110	Do arabs consider literary Arabic?	non_argument
1111	Was Arabic vehicle in science?	non_argument
1112	Is it true that the sociolinguistic situation of Arabic provides a prime example of the linguistic phenomenon?	non_argument
1113	The sociolinguistic situation of Arabic provides a prime example of what?	non_argument
1114	Is arabic source of vocabulary?	non_argument
1115	Is arabic language of the Qur an?	non_argument
1116	Is it true that most speak Arabic as their native language?	non_argument
1117	Are pronouns in Literary Arabic marked for person , number and gender ?	non_argument
1118	However , are non-human plural nouns grammatically considered to be feminine singular ?	non_argument
1119	Is a bee an insect?	non_argument
1120	Are bees related to ants?	non_argument
1121	Have managed populations of European honey bees experienced substantial declines?	non_argument
1122	Where do bees live?	non_argument
1123	When do bumblebee colonies reach peak population?	non_argument
1124	What do people commonly call cleptoparasitic bees?	non_argument
1125	How did vespoid wasps evolve?	non_argument
1126	What do humans use bees for?	non_argument
1127	Why do honey bee queens continue to lay eggs during the foraging season?	non_argument
1128	"Does Beijing mean ""northern capital""?"	non_argument
1129	Are the caves of Dragon Bone Hill near the village of Zhoukoudian in Fangshan District?	non_argument
1130	Are hutongs disappearing?	non_argument
1131	When did Beijing host the Olympic Games?	non_argument
1132	When was the An Shi Rebellion launched?	non_argument
1133	In 1949, where did Communist forces enter without a fight?	non_argument
1134	When did Yuan Shikai die?	non_argument
1135	Where does air pollution in Beijing come from?	non_argument
1136	As of August 1st, 2006, how many trains stop daily at the Beijing Railway Station or the Beijing West Railway Station?	non_argument
1137	What is the name of a university (or similar institution for imparting higher education) in Beijing?	non_argument
1138	Are famous middle  schools  in Beijing :?	non_argument
1139	Was Blaise Pascal a mathematician of the first order?	non_argument
1140	Could Blaise Pascal move without crutches?	non_argument
1141	Has the name Pascal been given to the SI unit of pressure?	non_argument
1142	From what did Pascal suffer throughout his life?	non_argument
1143	What did Pascal argue was as perfect as possible?	non_argument
1144	What is the best physician?	non_argument
1145	Who was the eldest sibling?	non_argument
1146	Aside from the Provincial Letters' religious influence, were they popular as a literary work?	non_argument
1147	Of whose continual poor health was the cause never precisely determined?	non_argument
1148	Is the violin cello a bowed string instrument?	non_argument
1149	Is the purfling just for decoration?	non_argument
1150	Are the z-holes used as access points to the interior of the cello? 	non_argument
1151	What does violincello mean?	non_argument
1152	What are the two materials that bows are made of traditionally? 	non_argument
1153	What is used to tune a cello?	non_argument
1154	Which harmonics can produce any notes above middle C? 	non_argument
1155	"Who referred to the cello as ï¿½basso de viola da braccio""?"	non_argument
1156	Where is the violincello held?	non_argument
1157	Is there cello in performances by Rihanna?	non_argument
1158	Are cellos constructed with glue?	non_argument
1159	Is the cello a stringed instrument?	non_argument
1160	What is cello an abbreviation of?	non_argument
1161	What position is used to play the cello?	non_argument
1162	What is a person who plays the cello called?	non_argument
1163	Why is there purling on a cello?	non_argument
1164	When did the first educational works appear for the cello?	non_argument
1165	What cello manufacturer should I buy from if I want to play outside?	non_argument
1166	Was Charles-Augustin de Coulomb a member of the National Institute?	non_argument
1167	Did Charles-Augustin de Coulomb find any relationship between electric charges and magnetic poles? 	non_argument
1168	Was Charles-Augustin de Coulomb's father's family in Montpellier? 	non_argument
1169	Where did Charles-Augustin de Coulomb die?	non_argument
1170	When was Charles-Augustin de Coulomb permanently stationed in Paris?	non_argument
1171	What contribution did Charles-Augustin de Coulomb make to the field of geotechnical engineering?	non_argument
1172	Where did the construction of Fort Bourbon take place?	non_argument
1173	What is the definition of the electrostatic force of attraction and repulsion? 	non_argument
1174	When did Charles-Augustin de Coulomb retire to a small estate he possessed at Blois?	non_argument
1175	If Charles-Augustin de Coulomb was alive today, how old would he have been?	non_argument
1176	For how many years did Charles-Augustin de Coulomb live?	non_argument
1177	Did Charles-Augustin de Coulomb live to be 80 years old?	non_argument
1178	How old was Charles-Augustin de Coulomb when he died?	non_argument
1179	How many years ago did he resign his appointment as intendant de eaux et fontaine ?	non_argument
1180	How many years ago did Charles-Augustin de Coulomb die?	non_argument
1181	Was The SI  unit  of charge , the  coulomb , named after him?	non_argument
1182	Was coulomb born in AngoulÃªme,  France ,  to a well  to do  family?	non_argument
1183	Was his father ,  Henri  Coulomb , inspector of the Royal  Fields  in Montpellier?	non_argument
1184	Is coulomb distinguished in the history  of mechanics  and  of electricity and  magnetism?	non_argument
1185	Was Charles Augustin  de Coulomb  ( born  June  14 ,  1736 ,  AngoulÃªme ,  France  -  died August 23 ,  1806 ,  Paris ,  France  ) a French  physicist?	non_argument
1186	Does Coulomb leave a legacy?	non_argument
1187	When was Charles-Augustin de Coulomb born?	non_argument
1188	Did he publish an important investigation of the laws of friction?	non_argument
1189	Was Coulomb born in AngoulÃªme, France, to a well to do family?	non_argument
1190	Was his father inspector of the Royal Fields?	non_argument
1191	He discovered an inverse relationship of what?	non_argument
1192	Is it true that coulomb leaves a legacy as a hero?	non_argument
1193	Where is Charles-Augustin de Coulomb from?	non_argument
1194	What was Chinese language`s profession?	non_argument
1195	What is Chinese language`s first name?	non_argument
1196	What is Chinese language`s last name?	non_argument
1197	How many offspring did Chinese language have?	non_argument
1198	The Mandarin dialects in which location have experienced a dramatic decrease in sounds and so have far more multisyllabic words than most other spoken varieties?	non_argument
1199	Was Old Chinese wholly uninflected?	non_argument
1200	In North Korea, has Hanja been discontinued?	non_argument
1201	The most  widespread is the Palladius  system?	non_argument
1202	Is the Vietnamese  term  for Chinese writing HÃ¡n t?	non_argument
1203	Did the Empire have little success?	non_argument
1204	When are most of these groups mutually unintelligible?	non_argument
1205	What is the population of Chinese language?	non_argument
1206	Is the most widespread the Palladius system?	non_argument
1207	Are most of these groups mutually unintelligible?	non_argument
1208	In what country is Chinese language located?	non_argument
1209	Are The modern Chinese dialects more like a family?	non_argument
1210	Is it true that one-fifth of world population speak some form of Chinese?	non_argument
1211	One-fifth of world population speak some form of what?	non_argument
1212	Is mandarin spoken Chinese distinguished by its high level?	non_argument
1213	Is standard Mandarin language of People Republic?	non_argument
1214	Are there many systems of romanization for the chinese languages due to the Chinese`s own lack of phonetic transcription until modern times ?	non_argument
1215	May the idea of Chinese as a language family suggest that the chinese identity is much more fragmentary and disunified than Chinese language actually is and as such is often looked upon as culturally and politically provocative ?	non_argument
1216	Are most chinese words formed out of native chinese morphemes , including words describing imported objects and ideas ?	non_argument
1217	May a native of Guangzhou speak Standard Cantonese and putonghua , a resident of Taiwan , both taiwanese and putonghua/guoyu ?	non_argument
1218	Refer most chinese and chinese linguists to chinese as a single language and Chinese language`s subdivisions dialects , while others call chinese a language family ?	non_argument
1219	Are there between 7 and 13 main regional groups of Chinese , of which the most spoken , by far , is about 850 million , followed by 90 million , 70 million and 70 million ?	non_argument
1220	Copenhagen is the capital of what country?	non_argument
1221	What is the population of Copenhagen?	non_argument
1222	What transnational bridge was completed in 2000?	non_argument
1223	Why is Copenhagen a regional hub?	non_argument
1224	What happened to Copenhagen between 1251 and 1255?	non_argument
1225	Is Copenhagen completely surrounded with water? 	non_argument
1226	Copenhagen is ranked number one worldwide for which things?	non_argument
1227	Why did German troops occupy Copenhagen?	non_argument
1228	Have cymbals been used historically to suggest bacchanal?	non_argument
1229	Can the origins of cymbals be traced to prehistoric times?	non_argument
1230	Are cymbals used in moden orchestras?	non_argument
1231	What are the most common Cymbals?	non_argument
1232	What is the second main orchestral use of cymbals?	non_argument
1233	What have clash cymbals traditionally been accompanied by?	non_argument
1234	What happens when the center of a Cymbal is hit?	non_argument
1235	What is an effective way to accentuate a note?	non_argument
1236	From what type of Cymbals can a expert player obtain an enormous dynamic range?	non_argument
1237	Can the origins of cymbals be traced back to prehistoric times?	non_argument
1238	Did the modern hi-hat evolve from clash cymbals?	non_argument
1239	Is the word cymbal derived from a Germanic word?	non_argument
1240	What is the center of a cymbal called?	non_argument
1241	"What part of the cymbal gets the best ""crash""?"	non_argument
1242	What two instruments form the modern drum kit?	non_argument
1243	What Greek mythical creatures were depicted holding cymbals?	non_argument
1244	What are orchestral crash cymbals technically called?	non_argument
1245	Is Dhaka the capital of Bangladesh?	non_argument
1246	Is Dhaka located on the eastern banks of the Buriganga River?	non_argument
1247	Is University of Dhaka the largest public university in Dhaka?	non_argument
1248	How much area does Dhaka cover?	non_argument
1249	How many people did the 1970 Bhola cyclone kill?	non_argument
1250	When is the end of the independence war of Bangladesh?	non_argument
1251	Did the Mughals arrive in Dhaka?	non_argument
1252	Is University of Dhaka older than the Dhaka College?	non_argument
1253	What is given for the number of native speakers?	non_argument
1254	Is english an intonation  language?	non_argument
1255	Is english a de  jure  official  language  of Israel?	non_argument
1256	Is the stressed  syllable called the nuclear  syllable?	non_argument
1257	Does english grammar have minimal inflection?	non_argument
1258	Did old English develop into Middle English?	non_argument
1259	Are books, magazines, and newspapers written in English available?	non_argument
1260	Is the syntax of German different with different rules?	non_argument
1261	Is it true that semantics causes a number of false friends?	non_argument
1262	Here , are all syllables unstressed , except the syllables/words best and done , which are stressed ?	non_argument
1263	Are many words describing the navy , types of ships , and other objects or activities on the water of dutch origin ?	non_argument
1264	Are local variations in the formal written version of the language quite limited , being restricted largely to the spelling differences between British and American English ?	non_argument
1265	Is the flute a musical instrument?	non_argument
1266	Is it possible to open flutes at one or both ends?	non_argument
1267	Are Indian concert flutes available in standard pitches?	non_argument
1268	What do we refer musicians who play flute?	non_argument
1269	When was a three-holed flute made from a mammoth tusk discovered?	non_argument
1270	When did the tin whistle first appear?	non_argument
1271	What are the oldest known musical instruments?	non_argument
1272	When was the pan flute spread to other parts of Europe?	non_argument
1273	What does the air stream across this hole create?	non_argument
1274	Are foxes wary of humans?	non_argument
1275	Are fennec foxes endangered?	non_argument
1276	Does the diet of foxes include reptiles?	non_argument
1277	How long do most foxes live?	non_argument
1278	In what country did fox hunting originate?	non_argument
1279	What is the smallest species of fox?	non_argument
1280	What are female foxes called?	non_argument
1281	What is caching food?	non_argument
1282	Do foxes damage fruit on farms?	non_argument
1283	How many years ago did African people spread across 31 francophone African countries can speak French either as a first or second language?	non_argument
1284	In Old French, was the plural  for animal animals?	non_argument
1285	Is catalan the only  official  language  of Andorra?	non_argument
1286	In Belgium, however, is quatre-vingts universally used?	non_argument
1287	Where is it an official language?	non_argument
1288	Is french taught in many schools as a primary language along with Arabic?	non_argument
1289	What is widely used by the Lebanese, especially for administrative purposes?	non_argument
1290	Is french descendant of the Latin language?	non_argument
1291	Are there also a variety of regional languages In addition?	non_argument
1292	Is it true that france signed the European Charter for Regional Languages?	non_argument
1293	France signed the European Charter for what?	non_argument
1294	Is french language of 20  %?	non_argument
1295	Is French language of Wallonia?	non_argument
1296	Are the prefixes en- and em- always nasalized ?	non_argument
1297	Are French and German not official languages nor recognised minority languages in the flemish region , although there are a dozen municipalities with language facilities for French-speakers ?	non_argument
1298	Can the palatal nasal occur in word initial position ( e.g ?	non_argument
1299	How many years ago was the Luther Bible by Martin Luther printed?	non_argument
1300	Is german an inflected  language?	non_argument
1301	In Switzerland, is Ã used at all?	non_argument
1302	Are there two common  word  orders?	non_argument
1303	Are feminines declined in the singular?	non_argument
1304	Is 9 %  of the Internet  population German?	non_argument
1305	Is german written using the Latin  alphabet?	non_argument
1306	Was the Luther Bible by Martin Luther printed?	non_argument
1307	Does a  tz indicate that the preceding vowel is short?	non_argument
1308	Are there 622,650 speakers of German In Canada?	non_argument
1309	Are there also large populations of German ancestry In Mexico?	non_argument
1310	Would BundeslÃ¤nder not accept North Rhine Westphalia and Bavaria ?	non_argument
1311	Have adverbs of time to appear in the third place in the sentence , just after the predicate ?	non_argument
1312	Do both sexes of giraffe have horns?	non_argument
1313	Do giraffes give birth standing up?	non_argument
1314	Are giraffes hunted for their hides?	non_argument
1315	What areas can giraffes inhabit?	non_argument
1316	What will a giraffe use to clean off any bugs that appear on its face?	non_argument
1317	How do giraffes defend themselves?	non_argument
1318	Do male giraffes weigh more than female giraffes?	non_argument
1319	Do male giraffes have larger horns than female giraffes?	non_argument
1320	Are male females generally taller than female giraffes?	non_argument
1321	Was Henri Becquerel one of the discoverers of radioactivity?	non_argument
1322	Is the SI unit for radioactivity named after him?	non_argument
1323	Was Henri Becquerel a French physicist?	non_argument
1324	In what year did Henri Becquerel die?	non_argument
1325	Where was Henri Becquerel born?	non_argument
1326	In what year did Henri Becquerel win the Nobel Prize in Physics?	non_argument
1327	Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?	non_argument
1328	Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?	non_argument
1329	Did Henri Becquerel intentionally discover radioactivity?	non_argument
1330	If Henri Becquerel was alive today, how old would he have been?	non_argument
1331	For how many years did Henri Becquerel live?	non_argument
1332	Did Henri Becquerel live to be 80 years old?	non_argument
1333	What was Henri Becquerel`s profession?	non_argument
1334	How old was Henri Becquerel when he died?	non_argument
1335	How many years ago was it when he became the third in his family to occupy the physics chair at the Musum National d`Histoire Naturelle?	non_argument
1336	In 1908, the year  of his death, was Becquerel elected Permanent Secretary  of the AcadÃ©mie  des  Sciences?	non_argument
1337	When was Henri Becquerel born?	non_argument
1338	Did he become chief engineer in the Department of Bridges and Highways?	non_argument
1339	Did he share the Nobel Prize in Physics?	non_argument
1340	Is it true that Becquerel wrapped a fluorescent substance in photographic plates?	non_argument
1341	Becquerel wrapped a fluorescent substance in what?	non_argument
1342	Is there a Becquerel crater on the Moon for radioactivity?	non_argument
1343	Must â¦ One conclude from these experiments that the phosphorescent substance in question emits rays which pass through the opaque paper and reduces silver salts ?	non_argument
1344	What is Henri Becquerel?	non_argument
1345	Where is Henri Becquerel from?	non_argument
1346	What does Henri Becquerel do?	non_argument
1347	Was Newton a English physicist?	non_argument
1348	Did Newton reject the church's doctrine of the Trinity?	non_argument
1349	Was Newton admitted into Havard College?	non_argument
1350	When was Newton's date of birth recorded?	non_argument
1351	How many laws of motion did Netwon have?	non_argument
1352	Who did Newton see as the master creator?	non_argument
1353	When did Netwon investigate the refraction of light	non_argument
1354	What principles did Newton explain for mechanics?	non_argument
1355	Interaction with what man stirred up Newton's interest in alchemy?	non_argument
1356	What was Italian language`s profession?	non_argument
1357	What is Italian language`s first name?	non_argument
1358	What is Italian language`s last name?	non_argument
1359	How many offspring did Italian language have?	non_argument
1360	Where did Italian language die?	non_argument
1361	Are geminate plosives and affricates realised as lengthened closures?	non_argument
1362	Where is this letter silent?	non_argument
1363	Is Italian one of official four languages?	non_argument
1364	Is it true that legge sulle fonti del diritto of 7?	non_argument
1365	Legge sulle fonti del diritto of what?	non_argument
1366	Is it true that Italian retained the contrast between short consonants?	non_argument
1367	Italian retained the contrast between what?	non_argument
1368	Is stress distinctive in most Romance languages?	non_argument
1369	Are the speakers who use italian as a second or cultural language estimated at around 110-120 million ?	non_argument
1370	Are front/back vowel rules for C and G similar in French , Romanian , Spanish , and to some extent English ?	non_argument
1371	"So can Italian language hear ""istÃ nbul "" or ""Ãstanbul"" ?"	non_argument
1372	Will , the vowel sounds be pronounced separately) ?	non_argument
1373	Can Regional differences be recognized by various factors : the openness of vowels , the length of the consonants , and influence of the local dialect ?	non_argument
1374	Give dictionaries the latter as an alternative pronunciation ?	non_argument
1375	James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?	non_argument
1376	James Watt was born where?	non_argument
1377	What was the name of James Watt's mother?	non_argument
1378	How many of James Watt's children did not live to adulthood?	non_argument
1379	James Watt ranked first among how many people in Charles Murray's survey of historiometry?	non_argument
1380	In what year did James travel to Lodon to study instrument-making?	non_argument
1381	For how many years of James Watt's life was his mother alive?	non_argument
1382	What is James Watt most famous for?	non_argument
1383	What was Japanese language`s profession?	non_argument
1384	What is Japanese language`s first name?	non_argument
1385	Is the basic sentence structure topic-comment?	non_argument
1386	Where are the circumstances complicated?	non_argument
1387	Does the   form indicate a perfect tense?	non_argument
1388	Is or a conception that forms the counterpart of dialect?	non_argument
1389	Do most Japanese people employ politeness?	non_argument
1390	Is it true that Japanese borrowed a considerable number of words?	non_argument
1391	Japanese borrowed a considerable number of what?	non_argument
1392	Is japanese language in the island?	non_argument
1393	Is there a form of the language?	non_argument
1394	Are the several dialects of Kagoshima famous to speakers?	non_argument
1395	"I.e ""yamato words "") , which in scholarly contexts is sometimes referred to as ( or rarely , i.e ""yamato words "" -rrb- , which in scholarly contexts is sometimes referred to as -lrb- or rarely , vp ? ?"	non_argument
1396	Are japanese personal pronouns generally used only in situations requiring special emphasis as to who is doing what to whom ?	non_argument
1397	": give ""please Japanese language to Mr ?"	non_argument
1398	Will a japanese person use vocabulary and inflections of the honorific register to refer to the in-group superior and Japanese language`s or Japanese language`s speech and actions ?	non_argument
1399	"Thus , can polite korean speech sound very presumptuous when translated verbatim into Japanese , as in korean Japanese language is acceptable and normal to say things like ""our Mr ?"	non_argument
1400	Is Lima the capital of Peru?	non_argument
1401	Is the Museum of Gold in Lima?	non_argument
1402	Does Lima have volleyball venues?	non_argument
1403	When was Lima founded?	non_argument
1404	Where is the Park of the Reserve located?	non_argument
1405	What is a colectivo?	non_argument
1406	Is the National University of San Marcos in Lima?	non_argument
1407	Has the San Lorenzo Megaport Project been completed?	non_argument
1408	How many years ago was the Lima Stock Exchange the most profitable in the world?	non_argument
1409	Is rainfall very low?	non_argument
1410	Is lima the capital  and  largest  city  of Peru?	non_argument
1411	Is The GDP  per capita in Lima $ 7,600  /  ref )?	non_argument
1412	The Spanish Crown named Pizarro governor of what?	non_argument
1413	Is it true that the ideas of the Enlightenment shaped the development of the city?	non_argument
1414	The ideas of the Enlightenment shaped the development of what?	non_argument
1415	Is London the capital of the United Kingdom?	non_argument
1416	Does London's population draw from a wide range of religions?	non_argument
1417	Did Caunte take control of the English throne in 101?	non_argument
1418	Over how many languages are spoken in London?	non_argument
1419	What had the Anglo-Saxons created by the 600s?	non_argument
1420	What city in the UK has been subjected to bouts of terrorism?	non_argument
1421	What countries did James VI of Scotland unite?	non_argument
1422	How did civil wars affect England during the Middle Ages?	non_argument
1423	Are the strings of a classical lyre made of gut?	non_argument
1424	Does a classical lyre have a sound-chest?	non_argument
1425	Is lyre played in mordern Greece?	non_argument
1426	Which part of the strings does the left hand touch?	non_argument
1427	In which place is lyre still played?	non_argument
1428	Does a classical lyre have a fingerboard?	non_argument
1429	Is a guitar played with a plectrum like a lyre?	non_argument
1430	Was Michael Faraday an English chemist?	non_argument
1431	Was Faraday a devout Christian?	non_argument
1432	Was Faraday considered a gentleman?	non_argument
1433	Who was a member of the Sandemanian sect of Christianity?	non_argument
1434	What did Joseph Henry likely discover?	non_argument
1435	What did the University of Oxford grant Faraday?	non_argument
1436	Who was made to travel outside the coach?	non_argument
1437	Did Faraday construct the ancestor of modern power generators?	non_argument
1438	Did Faraday lecture on education in 1854?	non_argument
1439	Did Faraday receive an extensive formal education?	non_argument
1440	Did Faraday discover the chemical substance benzene?	non_argument
1441	Was Faraday born in England?	non_argument
1442	What do some historians of science refer to Faraday as?	non_argument
1443	Who was the sponsor and mentor of Faraday?	non_argument
1444	What did Faraday invent that is used almost universally in science laboratories?	non_argument
1445	Does the production of chemical weapons raise an ethical issue?	non_argument
1446	What was the Faraday effect first called?	non_argument
1447	Can you meet someone through attending a church?	non_argument
1448	What was Michael Faraday`s birthplace?	non_argument
1449	What was Michael Faraday`s profession?	non_argument
1450	How many years ago did Faraday report on the first synthesis of compound make from carbon and chlorine , c 2 h 6 and c 2 h 4 ?	non_argument
1451	How many years ago was it when he discovered the phenomenon that he named diamagnetism , and what is now called the Faraday effect?	non_argument
1452	How many years ago was it when Faraday wrote a letter to The Times on the subject of the foul condition of the River Thames , which resulted in an oft-reprinted cartoon in Punch?	non_argument
1453	How many years ago was it when he discovered that the optical properties of gold colloids differed from those of the corresponding bulk metal?	non_argument
1454	Was education another area  of service  for Faraday?	non_argument
1455	Was faraday `s  earliest  chemical  work as an assistant  to Davy?	non_argument
1456	Who died at his house at Hampton Court on August 25, 1867?	non_argument
1457	When was Michael Faraday born?	non_argument
1458	Where did he serve two terms?	non_argument
1459	Who was born in Newington Butts, near present-day South London, England?	non_argument
1460	Is it true that institution formed the foundation of electric motor technology?	non_argument
1461	Institution formed the foundation of what?	non_argument
1462	Was his father member of the Sandemanian sect?	non_argument
1463	Was faraday Christian of the small Sandemanian denomination?	non_argument
1464	Is Nassau Sound a body of water in Maine?	non_argument
1465	Was Nassau placed in operation by Robert Fulton?	non_argument
1466	Who was Fort Nassau built by?	non_argument
1467	What is Nassau Coliseum?	non_argument
1468	What was the Dead or Alive 4 fighting arena modeled after?	non_argument
1469	Is Nassau Range the highest mountain range in the world?	non_argument
1470	Is Nassau County named after a German town?	non_argument
1471	Does the United States have a base near Glasgow?	non_argument
1472	Did Tesla study electrical engineering?	non_argument
1473	Was Tesla born in the United States?	non_argument
1474	Was Tesla hired by Edison?	non_argument
1475	When did Tesla demonstrate wireless communication (radio)?	non_argument
1476	What is the SI unit measuring magnetic flux density or magnetic induction?	non_argument
1477	Was Tesla regarded as a mad scientist?	non_argument
1478	What type of current did Tesla invent?	non_argument
1479	"Who was the victor of the ""War of Currents""?"	non_argument
1480	Where did Tesla study electrical engineering?	non_argument
1481	Is Ottawa the capital of Canada?	non_argument
1482	Does Ottawa sit on the Ottowa River?	non_argument
1483	Do small tremors occur in Ottawa?	non_argument
1484	What is Ottawa's population?	non_argument
1485	What are Ottawa's primary industries?	non_argument
1486	What is Ottawa's junior ice hockey team?	non_argument
1487	What is Ottawa's major league hockey team?	non_argument
1488	What are Carleton University's athletic teams called?	non_argument
1489	Is Ottawa colder than Moscow in January?	non_argument
1490	Is Ottawa on a river?	non_argument
1491	Does it snow in Ottawa?	non_argument
1492	Was there a cholera outbreak in 1832?	non_argument
1493	Who is the mayor of Ottawa?	non_argument
1494	How many townships are in Ottawa?	non_argument
1495	What's the main highway in Ottawa?	non_argument
1496	What was Ottawa's name in 1850?	non_argument
1497	Based on the average, in what year will the next small tremor occur in Ottawa?	non_argument
1498	Where were immigrants from in the 1800s?	non_argument
1499	Are there also discussions of having OC Transpo Light Rail and STO Transitway networks linking on the Gatineau side of the Ottawa River ?	non_argument
1500	Does the giant otter live in South America?	non_argument
1501	Do otters have claws?	non_argument
1502	Do otters eat fish?	non_argument
1503	Why are otters vulnerable to prey depletion?	non_argument
1504	Do otters enjoy playing?	non_argument
1505	Do sea otters have a layer of fat like whales?	non_argument
1506	Is the otter in the same family as the badger?	non_argument
1507	Are there any cities named Santiago in the United States?	non_argument
1508	Was Santiago the name of an indie/punk band?	non_argument
1509	Is Santiago a name in Spanish?	non_argument
1510	What is the origin of the name Santiago?	non_argument
1511	Who has released an album or song named Santiago?	non_argument
1512	What is the Order of Santiago?	non_argument
1513	What notable people have been named Santiago?	non_argument
1514	What fictional stories include a main character named Santiago?	non_argument
1515	Is Santiago the national capital of a country?	non_argument
1516	Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?	non_argument
1517	Is santiago Spanish for St. James?	non_argument
