	sentence	annotation
7098	Therefore , we need more states , cities , and the federal government to begin to address this so that we do n't have this terrible result that Senator Sanders was talking about where we have a huge population in our prisons for nonviolent , low-level offenses that are primarily due to marijuana .	argument
7099	Anonymous says2013-05-28T02 :41:12.043 Report Post Cannabinoids , including THC and Cannabidiol , promote the re-emergence of apoptosis so that tumors will stop dividing and die .	argument
7100	A group of teenage boys who abused weed , along with alcohol and cigarettes , were found to be 2-3 times more likely to abuse prescription drugs when they become young adults .	argument
7101	This conclusion becomes more readily apparent when one distinguishes the harms suffered by society and its members directly attributable to the pharmacological effects of drug use upon human behavior , from those harms resulting from policies attempting to eradicate drug use .	argument
7102	Instead , the drug war , however well meaning its supporters , is in practice , a blatant assault on minorities and their economic mobility .	argument
7103	"With drugs prohibited , sellers are "" underground "" and therefore nearly impossible to control ."	argument
7104	In Massachusetts , one industry in particular has joined forces against the state ’s recreational marijuana proposal .	argument
7105	And whether the campaign contributions are coming from a pharmaceutical company or a prison guard union , he said , keeping marijuana illegal often boosts donors ’ bottom lines — and ensures that nonviolent users and suppliers will keep ending up behind bars .	argument
7106	The prolegalization forces say they aim to create a regulated and taxed market , removing marijuana sales from the criminal sphere .	argument
7107	Cannabis prohibition is quite costly , but so are other government initiatives .	argument
7108	“ Proposition 64 finally creates a safe , legal and comprehensive system for adult use of marijuana while protecting our children , ” said the ballot argument , whose signers include Donald O. Lyman , former chief of chronic disease and injury control for the state Department of Public Health , and Stephen Downing , former deputy chief for the Los Angeles Police Department .	argument
7109	Unless a person is wealthy , he or she must often resort to robbery and other crimes to generate the money needed to buy the drugs .	argument
7110	“ If we already have legal substances out there that are intoxicating and problematic , we have our DUI ’s , and we have our lung issues and we have our secondary issues through cigarette smoking , why would we legalize something else that we know to be an intoxicating substance , directly affect your brain and your cognitive function .	argument
7111	After all , there is nothing to regulate what is sold and no way to sue anyone for product liability .	argument
7112	He reported that the Colorado program was working out well .	argument
7113	Despite the growing number of states with some form of medical law , cannabis is still difficult and risky to obtain for millions of people who could benefit from it .	argument
7114	With the majority of Americans agreeing that marijuana should be legalized , we 've gathered up eight reasons why those who are still on the fence about the natural plant should possibly reconsider their feelings .	argument
7115	Also set a age limit on buying or use of it just as cigarettes .	argument
7116	Researchers at Duke University , King ’s College , London , and the University of Otago in New Zealand found that long-term cannabis use — notably among those who started as adolescents — leads to long-term and probably permanent decline in mental abilities , including reasoning and memory .	argument
7117	Marijuana is used to alleviate a lot of medical ailments .	argument
7118	Really consider that this is much less about the legalization of a substance and much more about the commercialization of an industry .	argument
7119	Shannon McPherson , a social worker , said marijuana legalization has “ been bad for the whole Pueblo community . ”	argument
7120	""" This would undermine a fundamental lesson that our schools , social service programs and parents teach our children : that taking drugs is bad for you . """	argument
7121	Sweden 's mandatory rehabilitation program has resulted in the lowest drug use levels in the developed world .	argument
7122	In fact , one study has shown that blood vessels in the brain of a marijuana smoker experience restricted flow , which can continue even after a month of abstinence .	argument
7123	Ironically , the legalization of marijuana might actually hurt most those who depend on it for their current livelihood and espouse its consumption .	argument
7124	On top of all of this , as mentioned above , nearly half the country has already tried pot which is more than how many Americans know who Jennifer Lawrence is and much much more than the percentage of Americans who are left-handed .	argument
7125	This marijuana causes white women to seek sexual relations with Negroes , entertainers and any others . ”	argument
7126	That is honestly an absurd assumption ; Many work forces if/when marijuana becomes legal wo n't allow their employees to be high ; and there may or may not be drug tests too.Whether or not some still do , they would n't go ' too stoned ' enough to loose their jobs .	argument
7127	Studies show that marijuana use often progresses to the use of harder drugs .	argument
7128	County courts — the lower-level venues that normally handle misdemeanor crimes — saw a dip in new criminal cases filed between the 2012 fiscal year and the 2013 fiscal year , coinciding with voters ’ approval of legalization .	argument
7129	Also , there 's always the possibility that the lapse in judgment caused by drug use will lead to harder crimes like rape or robbery .	argument
7130	He ’s trying to make the point that because marijuana is illegal , there are more consequences when smoking marijuana , than if it was legalized .	argument
7131	In the home siblings , roommates , kids , and spouses would all face increased exposure .	argument
7132	Fatalities doubled in marijuana-related car crashes after legalization in Washington state .	argument
7133	The huge profits to be made from cocaine and other South American-grown drugs are largely because they are illegal in the wealthy neighbouring nation .	argument
7134	These individuals often show signs of withdrawal and compulsive behavior .	argument
7135	The more one examines the evidence , the less it seems there is any reason at all for cannabis prohibition to remain in place .	argument
7136	Three of the commission members would be representatives of current , nonprofit medical-marijuana dispensary companies ; presumably , they would not be in a rush to create a whole bunch of new competition for themselves .	argument
7137	Dr. Gupta reports that there are a host of medical advantages to using the drug , the most profound of which is staving off the debilitating effects of chemotherapy , which I agree places pot in a category of its own .	argument
7138	The decision by America ’s most reputable paper to take such a stand shows both the overwhelming evidence in support of legalization and the shifting status quo toward acceptance of new drug policies .	argument
7139	“ Tax revenue collected from marijuana sales would substantially outweigh the social costs of legalization . ”	argument
7140	CBD is extremely low in THC , the chemical in marijuana that gets people “ high . ”	argument
7141	It is quite ironic , but perhaps the worst opponents of weed legalization are drug dealers themselves .	argument
7142	Though researchers are not sure yet if the drug really triggered such conditions or if smokers turned to the drug to mediate the symptoms on their own , but it is clear that smoking weed plays a role in the picture of mental health .	argument
7143	These crops , which are generally grown away from urban centers and state presence , tend to deplete forestland and expand the agricultural frontier .	argument
7144	Jason Medar , leader of Arizonans for Mindful Regulation , submitted seven arguments to the state opposing the legalization initiative .	argument
7145	And animal studies have shown that it kills certain cancer cells , reduces the size of others , and increases the effects of radiation treatments .	argument
7146	It has also been proven many times over and over again as well as it being used by doctors to help patients fighting cancer .	argument
7147	According to press reports , supporters of the California initiative estimate that about $ 15-billion worth of marijuana is sold every year in the state – thus , an excise tax on the retail sales of marijuana would likely raise at least $ 1.3 billion a year in revenue .	argument
7148	Its effects are mostly euphoric and mild , whereas alcohol turns some drinkers into barroom brawlers , domestic abusers or maniacs behind the wheel . ”	argument
7149	"It states that drug abuse in the U.S. is at "" epidemic proportions , and the dangers of marijuana to public health and safety are well documented . """	argument
7150	This drives people in the relatively poor countries of Colombia , Peru , Bolivia and Brazil to break their own laws in organising the cultivation , preparation and trafficking of cocaine to the States .	argument
7151	Affected by an individual 's illicit drug use are children , parents , grandparents , friends , colleagues , work , victims of drugged drivers , crime victims , elder abuse , sexual victims etc .	argument
7152	Proponents of medical marijuana argue that it can be a safe and effective treatment for the symptoms of cancer , AIDS , multiple sclerosis , pain , glaucoma , epilepsy , and other conditions .	argument
7153	Moreover , according to RAND , legalization will cause marijuana prices to fall as much as 80 percent .	argument
7154	Advocates contend that making the substance less profitable for criminals will result to a decrease in violence associated with the trade .	argument
7155	Marijuana is often used as a stepping-stone drug , leading to heroin , cocaine , or other harder drugs .	argument
7156	Regulations on edibles make sure dosages are safer , are in child-resistant , resealable packaging , and are clearly imprinted with a symbol identifying them .	argument
7157	Under the measure , the age to legally consume marijuana in California would be 21 , but it would be naïve to assume that easier availability would not have a trickle-down impact and that the drug would find its way to those under legal age .	argument
7158	According to the Federal Bureau of Prisons , drug offenders now account for nearly 51 % .	argument
7159	Some people would say , “ If they want to do it , great , then it 's no business of ours . ”	argument
7160	Researchers at the University of Mississippi ’s Natural Center for Natural Products Research have found that marijuana available today may be up to five times stronger than the stuff available back in the 1970s , ’80s , and ’90s .	argument
7161	"The United Nations Office of Drugs and Crime has also acknowledged the many "" unintended negative consequences "" of drug enforcement ."	argument
7162	Allegations of marijuana crimes are becoming an endangered species in Colorado ’s courts .	argument
7163	They say it makes you calm down and feel good .	argument
7164	As a general rule I believe we should let people make their own choices — and their own mistakes .	argument
7165	Other negative health effects are respiratory illness , lung infections , and cancer of the lungs , mouth , throat , and esophagus .	argument
7166	Legalization of marijuana could eventually lead to the legalization of harder drugs or all drugs altogether .	argument
7167	Even if the drug is shown to be harmful , is n't it the right of every person to choose what harms him or her ?	argument
7168	A study of 129 college students found that , among those who smoked the drug at least twenty-seven of the thirty days before being surveyed , critical skills related to attention , memory and learning were seriously diminished .	argument
7169	The side effects are heinous .	argument
7170	Last month , Arizona 's Joint Legislative Budget Committee released an official estimate of the RTMA 's impact , stating that the measure would bring in $ 82 million per year in taxes and licensing fees by 2020 , plus another $ 42 million annually in state and local sales tax .	argument
7171	Just the fact that a pregnant woman could now smoke something else and deprive then her baby and her body of oxygen as a result of smoking is of a public health concern .	argument
7172	There are medical benefits such as the those for cancer patients .	argument
7173	Out of fear of eradication , cultivators are incentivized to accelerate production cycles in order to obtain the highest yield in the shortest period of time ; the pace and methods used by growers neglect measures to promote sustainability , exacerbating the environmental impact .	argument
7174	Dr. Sanjay Gupta , a medical correspondent for CNN , was a huge anti-marijuana advocate , but in an unprecedented change of heart , Dr. Gupta reversed his position and is now promoting marijuana as a misunderstood drug .	argument
7175	Keeping marijuana illegal will undoubtedly keep many young people from using it .	argument
7176	Others believe it helps in the treatment of depression .	argument
7177	If the heavy taxation of cigarettes is unable even to come close to making up for the health and other costs associated with their use , it seems doubtful at best that marijuana taxes would be sufficient to cover the costs of legalized marijuana — especially considering that , in addition to the other dangers of smoking marijuana , the physical health effects of just three to four joints are equivalent to those of an entire pack of cigarettes .	argument
7178	The last thing we need is the burden that legalization will put on us .	argument
7179	Most people understand that correlation and causation are not the same thing , but this fact seems lost on many politicians arguing against marijuana reform .	argument
7180	The plant used in making marijuana has a ton of alternative uses , including construction & thermal insulation materials , paper , geotextiles , dynamite , composites for autos , and insect repellent .	argument
7181	None of the dire prohibitionist predictions have come to pass .	argument
7182	The effect is amplified by the fact that many pot smokers inhale more deeply than cigarette smokers , increasing the amount of time the lungs are exposed to cancer-causing chemicals .	argument
7183	""" In addition to this , legalization would strike an enormous blow to organized crime , free up the overflowing prison system and reduce violence along the Mexican-American border . """	argument
7184	Creating systems for regulating manufacture , sale and marketing will be complex .	argument
7185	Despite plenty of evidence to the contrary , the White House ’s official argument against legalizing marijuana still rests on the notion that legalizing and regulating pot will increase illicit drug use among young people .	argument
7186	A study by AAA of fatal crashes in Washington did indeed find that the share of drivers involved in fatal crashes who had recently used marijuana more than doubled , from 8 percent in 2013 to 17 percent in 2014 .	argument
7187	In Los Angeles , police report that areas surrounding cannabis clubs have experienced a 200 percent increase in robberies , a 52.2 percent increase in burglaries , a 57.1 percent increase in aggravated assault , and a 130.8 percent increase in burglaries from automobiles .	argument
7188	“ It ’s frightening really to think that they are trying to legalize this under the guise of medicine , which it is not , and putting our children and our communities at risk , ” said Spencer .	argument
7189	“ Unlike medical marijuana , I have serious concerns on whether or not the benefits of recreational marijuana outweigh the drawbacks . ”	argument
7190	Where your position stands is up to you but , to me ; legalizing marijuana is going to be beneficial to lots of people including the government , homeless , sick , and elderly people .	argument
7191	Due to the absence of competition and high street prices , they are making enormous sums of money .	argument
7192	In Colorado , Freedman says road fatalities remain at historic lows .	argument
7193	As you 'll see by reading research studies from the related links section at the bottom of the page , the studies of the harmfulness of marijuana are inconclusive and contradictory .	argument
7194	How ironic , and bizarre , that we are now fighting to increase another health hazard that may be even worse .	argument
7195	“ What we know is the THC , the psychoactive component of marijuana , back in the 60 ’s and 70 ’s was less than 1 % .	argument
7196	This damages our economy .	argument
7197	In Colorado , recent figures correlate with the years since marijuana legalization to show a dramatic decrease in overall highway fatalities – and a two-fold increase in the frequency of marijuana-positive drivers in fatal auto crashes .	argument
7198	Currently , if someone in the drug trade screws you over , there 's no police to call or lawyers to litigate .	argument
7199	It 's funny , Weed makes you mellow out and happy and it 's illegal .	argument
7200	He said any new tax revenue from marijuana would be offset by higher public health costs .	argument
7201	Alexandra Datig , a political activist , business consultant and prominent opponent to drug legalization , said : We must not allow the marijuana activists to sell us on the idea that intoxicating California with marijuana is somehow going to help our productivity , make our schools safer , our communities stronger and our lives healthier .	argument
7202	In fact , study shows that weed is one of the most prevalent illegal drugs found in fatally injured and impaired drivers .	argument
7203	There is no correlation between the harshness of drug laws and the incidence of drug-taking : citizens living under tough regimes ( notably America but also Britain ) take more drugs , not fewer .	argument
7204	As cheap marijuana floods the market both in and outside of California , use of many different types of drugs will increase , as will marijuana use .	argument
7205	It would be giving in to the retrograde impulses of “ prohibitionists . ”	argument
7206	"In other words , people experiment with what is often thought of as a "" harmless "" drug ."	argument
7207	Others claim that marijuana was initially demonized partly due to fears of the Mexican immigrants associated with the drug .	argument
7208	The Legislative Analyst ’s Office suggests that reduced criminal justice costs would mean a savings of tens of millions of dollars annually .	argument
7209	The legalization of marijuana would create another item that could be taxed .	argument
7210	lyutharjacob says2013-10-23T07 :26:11.457 Report Post In my opinion I feel that that is an extreme measure every coins have two sides and only drug use is not the CAUSE of the violence , I think we should change our thoughts specially cannabis seeds .	argument
7211	in Legalizing Drugs Would Increase Drug Use .	argument
7212	It proposes a perverse tax , generation upon generation , on marginalized cohorts ( lost to addiction ) to stimulate economic recovery .	argument
7213	It 's only when you abuse the drug that problems start to occur .	argument
7214	When people are addicted to cannabis , cocaine and alcohol the drug they have the most difficult time giving up is the cannabis .	argument
7215	But through legalization , there will be open competition and lower prices , so drug cartels , which might include terrorists , would lose some or even all of their business .	argument
7216	And their bodies are n't as equipped to handle the intake of these substances .	argument
7217	Pace , a Democrat , notes that the county — much poorer on average than Colorado as a whole — is getting in on the ground floor of an industry that could go national in the years to come .	argument
7218	Borghesani added , “ What I think the archdiocese is missing is the terrible harm that ( marijuana ) prohibition has done to people of color , to people who have chosen a substance that is less dangerous than alcohol and have had their lives ruined because they ’ve been arrested . ”	argument
7219	In 1980 , the total jail and prison population was 540,000 , about one-quarter the size it is today .	argument
7220	""" Marijuana contains more than 400 chemicals , including the most harmful substances found in tobacco smoke ."	argument
7221	With the profit motive gone , no effort would be made to encourage its use by private dispensers of narcotics , and the drug peddler would disappear .	argument
7222	Researchers in Canada found that marijuana smoke contains significantly higher levels of numerous toxic compounds , like ammonia and hydrogen cyanide , than regular tobacco smoke .	argument
7223	Legalization will pose a challenge for law enforcement in determining truly impaired driving from marijuana .	argument
7224	Yet even if California could act as if it were an island , the legalization route would still end very badly for the Golden State .	argument
7225	The US Institute of Medicine found no conclusive evidence that the drug effects of marijuana are causally linked to the subsequent abuse of other illicit drugs .	argument
7226	And they argue that “ edibles ” — candy-like products infused with cannabis – could lure children into trying the drug .	argument
7227	"These include : minimal reduction in the consumption of controlled substances ; failure to reduce violent crime ; failure to markedly reduce drug importation , distribution and street-level drug sales ; failure to reduce the widespread availability of drugs to potential users ; failure to deter individuals from becoming involved in the drug trade ; failure to impact upon the huge profits and financial opportunity available to individual "" entrepreneurs "" and organized underworld organizations through engaging in the illicit drug trade ; the expenditure of great amounts of increasingly limited public resources in pursuit of a cost-intensive "" penal "" or "" law-enforcement "" based policy ; failure to provide meaningful treatment and other assistance to substance abusers and their families ; and failure to provide meaningful alternative economic opportunities to those attracted to the drug trade for lack of other available avenues for financial advancement ."	argument
7228	First , cannabis appears to induce dependency in a minority of users , meaning the decision whether to light up is not a free one .	argument
7229	According to research published in the medical journal Proceedings of the National Academy of Sciences : “ Someone who uses marijuana regularly has , on average , less gray matter in his orbital frontal cortex . ”	argument
7230	“ We get all of our money for these campaigns from individual donors , many people who lost family members to drug abuse , including from marijuana , ” Sabet said .	argument
7231	Educators know that students using marijuana underperform when compared to their non-using peers .	argument
7232	On the other hand , some supporters think changing the perception of marijuana from a party drug to a medication might make it less attractive to teens wanting to defy or rebel .	argument
7233	However , opposition groups have explained this result as due to the fact that marijuana users are forced to purchase from illegal drug dealers , thus increasing their accessibility to ' harder ' drugs .	argument
7234	Insys has said it opposes legalization because federal regulators have not approved marijuana for medical use and because the proposed law “ fails to protect the safety of Arizona ’s citizens , and particularly its children . ”	argument
7235	In doing so , they will compete with Mexican DTOs and other criminal organizations .	argument
7236	Current law requires a doctor ’s prescription to procure marijuana ; full legalization would likely spark an even more acute increase in crime .	argument
7237	The editorial further explains that cannabis has never been directly linked to any serious disease , the way tobacco has with cancer or alcohol with cirrhosis .	argument
7238	If so , how would stores sell it , how would they store it , and how would they prevent it from being diverted into the gray market ?	argument
7239	Alchohol kills 30k-40k Americans each year and cigars/cigarettes kill 480k americans each year .	argument
7240	I believe it should still be illegal ... If you 're getting high in Colorado today , enjoy it till January 2017 because I will enforce the federal laws against marijuana as President of the United States ... I believe that it does damage to the brain and I think there 's plenty of evidence that proves it .	argument
7241	“ There is honest debate among scientists about the health effects of marijuana , ” the Times writes , “ but we believe that the evidence is overwhelming that addiction and dependence are relatively minor problems , especially compared with alcohol and tobacco .	argument
7242	A major New Zealand study that tracked users over many years found that chronic use starting in adolescence is associated with an average 8-point drop in IQ in mid-adulthood .	argument
7243	This damage affects drug users ’ ability to work and can put others at risk .	argument
7244	Alaska 's experiment with legalization in the 1970s led to the state 's teens using marijuana at more than twice the rate of other youths nationally .	argument
7245	Would decriminalization , especially if combined with taxation , expand market opportunities for the gangs and cartels that currently dominate drug distribution ?	argument
7246	That can lead to significant consequences because “ a 10-percent decrease in the price of marijuana would increase the prevalence of cocaine use by 4.4 to 4.9 percent . ”	argument
7247	Drugs like heroin , cocaine , and amphetamines , which we may view now as unacceptable for legalization may eventually be sold over the counter at every corner drug store .	argument
7248	""" It 's time to stop punishing adults who use marijuana responsibly . """	argument
7249	And it if it works and it turns out that the presence of recreational marijuana makes them a more prosperous state ... well heck , we may just all want to reach out there and grab that .	argument
7250	As a palliative-care physician , I have been impressed with patient accounts of the relief they ’ve experienced from marijuana – relief that they sometimes did n’t get from first - and second-line prescriptions .	argument
7251	Even the gateway effect — the theory that cannabis leads to other drugs — was discarded long ago .	argument
7252	""" The U.S. government has argued that illegal drugs are "" far more deadly than alcohol "" saying "" although alcohol is used by seven times as many people as drugs , the number of deaths induced by those substances is not far apart ."	argument
7253	Evidence is mounting that this policy has not only exacerbated many public health problems , such as adulterated drugs and the spread of HIV and hepatitis B and C infection among injecting drug users , but has created a much larger set of secondary harms associated with the criminal market .	argument
7254	They decided that these unintended side effects far outweighed whatever harms Prohibition prevented by discouraging drinking .	argument
7255	Legalization would mean a lower price ; thus , related crimes ( like theft ) would be reduced .	argument
7256	In 2014 , the number of charges shrank to about 3,500 .	argument
7257	The law conflicted with the Controlled Substances Act , which classifies marijuana as a Schedule I controlled dangerous substance and makes no exception for medical necessity .	argument
7258	One study estimates that nationwide marijuana legalization would save governments $ 8.7 billion each year .	argument
7259	Twenty years later my son was arrested for marijuana possession , which began a decade of cycling through the criminal justice system for nonviolent drug offenses .	argument
7260	States can tax users to deter consumption — though not so much as to make consumers turn first to the untaxed black market .	argument
7261	Marijuana , even that supposedly used for medicinal purposes , has been rejected by the FDA because , among other reasons , it “ has no currently accepted or proven medical use . ”	argument
7262	""" Marijuana prohibition has failed and it is time for a new approach to marijuana , "" they wrote ."	argument
7263	One of the strangest aspects of the war on drugs is how completely it has failed at reducing drug use , despite costing over $ 51 billion annually , according to the Drug Policy Alliance .	argument
7264	"In addition to anecdotal evidence , they cite statistics to show more deaths caused by drunk driving under the influence of alcohol than by drivers under the influence of marijuana , and research which suggests that alcohol is more harmful than all but the most "" dangerous "" drugs ."	argument
7265	in Legalizing Drugs Would Not Reduce Crime .	argument
7266	They cite dozens of peer-reviewed studies , prominent medical organizations , major government reports , and the use of marijuana as medicine throughout world history .	argument
7267	""" The acceptance of a substance that can cause harm is the wrong message to send to children and adolescents , "" he said , "" and we know that adolescents in the risk-taking times of their lives really perceive the risks of marijuana as having declined . """	argument
7268	People inside and outside the medical field argue that marijuana is effective in treating a range of health conditions , including Crohn ’s disease , epilepsy , multiple sclerosis ( MS ) and posttraumatic stress disorder ( PTSD ) .	argument
7269	Canada ’s prime minister wants to legalize marijuana , and Mexico is moving in that direction , too .	argument
7270	A 2013 review concluded : “ It is now known beyond doubt that cannabis acts as a component cause of psychosis . ”	argument
7271	"You want other folks killed on the roads ? """	argument
7272	You really want your kids on that ?	argument
7273	Prohibition has robbed children of their futures , while building a huge prison-industrial complex .	argument
7274	Legalizing marijuana would also lead to negative effects on families .	argument
7275	Contrary to what is stated above , marijuana use can not be considered a truly “ victimless crime ” , knowing all the crimes that might be committed when users are under the influence .	argument
7276	Some of the most common ones include dry mouth , red eyes , psychosis , fatigue , dizziness and increased heart rate .	argument
7277	The Administration — widely viewed as more liberal than any other in recent memory and , for a time , as embodying the hopes of pro-legalization activists — has weighed the costs and benefits and concluded that marijuana legalization would compromise public health and safety .	argument
7278	Not true : The typical minimum wage worker is not a high school student earning weekend pocket money .	argument
7279	And those employers , in turn , would be unable to hire as many people -- an undesirable result when unemployment continues to hover at about 8 percent .	argument
7280	Milton Friedman called them a form of discrimination against low-skilled workers .	argument
7281	It would be a move in the direction of “ the wages of decent living ” — a performance , one might say , of decency itself .	argument
7282	But those predisposed to defending the interests of corporate America – including retailers and fast-food restaurants – oppose any increase .	argument
7283	For example , a gas station employs far fewer minimum-wage service personnel than a restaurant , and will be relatively unaffected by paying them another dollar per hour .	argument
7284	Increasing the minimum wage reduces the likelihood of upward mobility .	argument
7285	"Mark J. Perry , PhD , of the American Enterprise Institute states that "" the attraction to higher wages from minimum wage legislation reduces high school completion rates for some students with limited skills , who are then disadvantaged with lower wages and career opportunities over the long-run if they never finish high school . """	argument
7286	We will start by assuming that the supply and demand curves for labor will not change as a result of raising the minimum wage .	argument
7287	The reason for this is that they may be raising prices to cover the cost of paying employees .	argument
7288	There ’s no clear evidence that the raise will lead to unemployment .	argument
7289	It would n't solve income inequality .	argument
7290	These are entry level jobs and Economist Thomas Sowell points out that the vast majority of people working minimum wage jobs are living in shared family arrangements where people in the same household share expenses .	argument
7291	""" Why ca n't they just figure it out and make ends meet ? """	argument
7292	The Fair Labor Standards Act ( FLSA ) , which was introduced to Congress in 1937 , aimed to eliminate sweatshop conditions by establishing a minimum wage , a maximum work week , and outlawing child labor .	argument
7293	In several instances , employment has decreased more than the increase in wages and thereby overall earnings are still reduced .	argument
7294	What ’s less clear is why , if a general minimum wage hike actually would be so abjectly terrible for businesses , the restaurant trendline is moving away from the existing model — reliant on tips — and towards one built around a higher base wage .	argument
7295	That is why Dube recommends that state and local governments set minimum wages that take into account local wages and local price levels .	argument
7296	If politicians want to increase the earned income tax credit or other work-related welfare benefits , they should do the hard work of building political support for such policies , rather than choosing the roundabout approach of a minimum wage increase .	argument
7297	A large percentage of day care staff tend to be paid poverty wages , yet the cost of care is high , especially for infants and often very burdensome for parents . ”	argument
7298	Raising the minimum wage would increase school attendance and decrease high school drop-out rates .	argument
7299	It is argued that recipients of the basic income would have considerably more bargaining power when negotiating a wage with an employer as there would be no risk of destitution for not taking the employment .	argument
7300	According to a 2014 Congressional Budget Office report , increasing the minimum wage to $ 9 would lift 300,000 people out of poverty , and an increase to $ 10.10 would lift 900,000 people out of poverty .	argument
7301	1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .	argument
7302	Why throw more money at someone who is content with staying put .	argument
7303	Supporters of increasing the minimum wage also contend that such a move would act as economic stimulus .	argument
7304	â € œJacking up the minimum wage in this state by 50 percent is dramatic , â € he said .	argument
7305	A recent survey of economists by the University of Chicago showed that a narrow majority of respondents believe a rise in America ’s minimum wage to $ 9 per hour would make it “ noticeably harder ” for poor workers to find jobs .	argument
7306	"Minimum wage laws have never worked in terms of helping the middle class attain more prosperity ... I do n't think a minimum wage law works . """	argument
7307	Orrenius said that , because the federal minimum wage has n’t been changed since 2009 , it has n’t kept pace with inflation .	argument
7308	And even if the local experiments are successful , I think that targeted living wage initiatives are a better idea than a federal minimum wage .	argument
7309	The movement for a minimum wage was initially focused on stopping sweatshop labor and controlling the proliferation of sweatshops in manufacturing industries .	argument
7310	In constant dollars , the minimum wage that was worth $ 7.25 in 2009 is now worth $ 6.67 , due to the increased cost of living .	argument
7311	This is n't to say low-wage workers would n't save some of their extra pay , but given the poor savings rate of workers in the U.S. , let 's just say I would n't be surprised to see consumption rise , with large warehouse retailers like Wal-Mart benefiting in a big way .	argument
7312	With the share of our nation ’s output going to workers ’ wages at an all-time low — and inequality on the rise — it ’s easy to understand why the idea of raising it to $ 10.10 is so popular .	argument
7313	Studies from both sides of the debate make it relatively clear that increasing minimum wage will not make a significant impact on the poverty level .	argument
7314	Smaller minimum wage hikes in the past were n’t too damaging , but $ 15 is uncharted territory .	argument
7315	Consumer spending uptick : Lastly , extra pay in the pockets of some 16.5 million workers could trickle down to retailers and provide a boost to the economy .	argument
7316	It is true , as conservative commentators often point out , that some minimum-wage workers are middle-class teenagers or secondary earners in fairly well-off households .	argument
7317	Improvements in productivity and economic growth have outpaced increases in the minimum wage .	argument
7318	"Raising the federal minimum wage to $ 15 an hour is a simple and effective way to fight growing inequality and empower working people to provide a decent life for their families . """	argument
7319	They might invest in new technology instead of people ( think of the self-checkout kiosks at your local CVS ) .	argument
7320	Bastions of orthodoxy , such as the OECD , a rich-country think-tank , and the International Monetary Fund , now assert that a moderate minimum wage probably does not do much harm and may do some good .	argument
7321	This means that while some workers would be lifted out of poverty , many would lose their jobs , plunging them into greater financial straits , while all consumers would lose out from paying more for goods and services .	argument
7322	In 2012 the richest 1 % of the US population earned 22.83 % of the nation 's total pre-tax income resulting in the widest gap between the rich and the poor since the 1920s .	argument
7323	Though $ 10.10 might make low-income workers ' eyes light up , it would also come with a lot of unintended consequences that could negatively impact businesses , investment in businesses , and middle-class American families .	argument
7324	Labor costs are the largest share of the budget for many businesses .	argument
7325	Supporters of minimum wage also believe that a minimum wage stimulates consumption and thus puts more money into the economy by allowing low paid workers to spend more .	argument
7326	"The survey reports that small business owners say an increase "" would immediately put more money in the pocket of low-wage workers who will then spend the money on things like housing , food , and gas ."	argument
7327	Economists ' opposition to specific minimum-wage hikes is sometimes due to concerns that politicians will impose recklessly high wage-floors , which firms may find difficult to absorb without laying people off .	argument
7328	Looking at the argument from this perspective , the proposed increased wage to $ 15 will provide a living wage .	argument
7329	If we raise the minimum wage to $ 9 , is it going to make McDonald 's cashiers super rich ?	argument
7330	In fact , the increase provided businesses with greater staffing stability , which saves money .	argument
7331	There ’s been a tremendous amount of research on this topic , and the bulk of the empirical analysis finds that the overall adverse employment effects are small .	argument
7332	It seemed like an uncontroversial claim ; even supporters of the Fight for $ 15 said they would be willing to pay a bit more to give workers a living wage .	argument
7333	In a time when the median income for women is 78 % of the national median income , and African Americans and Hispanics make 67 % and 79 % of the median income respectively , increasing the minimum wage is necessary to create a more equitable income distribution for disadvantaged groups .	argument
7334	“ The big danger of minimum wage is n’t the fact that some people are being paid more than their value-added , ” he said .	argument
7335	The cost of a higher wage is borne by employers and consumers – and by the unfortunate people who end up not working because of it .	argument
7336	The main points of the conservative argument against raising the minimum wage tend to be as follows : Increasing it would lead businesses to either raise prices or fire workers ( or both ) in order to deal with a spiraling cost of labor .	argument
7337	In his speech , the President stated , “ If you work hard , you should be able to support a family . ”	argument
7338	Catholic support for living wages has been taught since 1891 .	argument
7339	Raising the minimum wage would increase housing costs .	argument
7340	The CBO reported that this number is not a definite , and that 500,000 may be an overestimate or could be a low ball and job losses could get as high as 1 million .	argument
7341	""" Policymakers will compound the damage of a $ 15 minimum wage by arbitrarily targeting businesses with a recognizable brand for uniquely-harsh wage mandates , "" Michael Saltsman , the Washington , D.C.-based institute 's research director , said in a statement ."	argument
7342	Either way , they say , the positive impact of the increased wages will be either muted or negated .	argument
7343	Education is not always the answer .	argument
7344	If we want to greatly reduce entry level employment , that ’s the way to do it .	argument
7345	Obama wants to raise the national minimum wage from $ 7.25 to $ 10.10 per hour .	argument
7346	The federal government should n't be doing this .	argument
7347	Proponents of minimum wages argue that giving workers more disposable income puts money back into the economy , which in turn creates jobs .	argument
7348	"It also found that "" minimum wages may harm the least skilled workers more than is suggested by the net disemployment effects estimated in many studies . """	argument
7349	Why would n’t we want people performing vital jobs like farm workers , housekeepers , nursing assistants , fishing industry workers , construction workers , and yes , fast food workers ( among others ) to be able to lead secure , happy lives , so they ’ll keep doing those jobs we so desperately need done ?	argument
